id,index,c_rmsd,i_rmsd,l_rmsd,fnat,DockQ,ranking_energy,ranking_num_clashes
2HRK,0,6.583824157714844,5.609040260314941,14.835618019104004,0.0,0.10462738965463796,-20.4005184173584,0
2HRK,1,8.64715576171875,6.78510856628418,17.722867965698242,0.285714,0.17310543171790171,-21.140300750732422,0
2HRK,2,8.83163833618164,7.036738395690918,17.564632415771484,0.0,0.07773800479282758,-20.91590690612793,0
2HRK,3,13.926681518554688,11.595507621765137,24.367389678955078,0.0,0.04164632672134471,-21.991647720336914,0
2HRK,4,11.318610191345215,9.058002471923828,20.838275909423828,0.0,0.05644713254787439,-21.796823501586914,0
2HRK,5,4.594546794891357,3.5547263622283936,10.848546981811523,0.285714,0.2724144187198467,-25.718246459960938,0
2HRK,6,12.824687957763672,10.523963928222656,22.97409439086914,0.0,0.04677188537913318,-19.483861923217773,1
2HRK,7,11.628039360046387,8.58864688873291,30.237030029296875,0.0,0.03427870755456789,-18.162687301635742,1
2HRK,8,6.651907444000244,5.381205081939697,13.18175983428955,0.0,0.12192901607154105,-23.877573013305664,0
2HRK,9,13.268537521362305,10.97608757019043,23.992843627929688,0.0,0.04328224792874027,-19.454792022705078,0
2HRK,10,14.218482971191406,11.840484619140625,25.04784393310547,0.0,0.03968735752944356,-22.753042221069336,0
2HRK,11,4.363409519195557,3.9910521507263184,10.082804679870605,0.0,0.17973677662561585,-22.320476531982422,0
2HRK,12,8.089908599853516,6.3803863525390625,16.019941329956055,0.142857,0.13830380627041666,-21.34988021850586,0
2HRK,13,13.04371452331543,10.606386184692383,23.08509063720703,0.0,0.04633209563060851,-22.980785369873047,0
2HRK,14,5.560846328735352,4.323569297790527,11.756488800048828,0.285714,0.24547820343514534,-22.864065170288086,0
1LFD,0,8.021013259887695,8.400623321533203,22.855260848999023,0.0,0.05080183917201253,-14.338242530822754,4
1LFD,1,4.709001541137695,4.872402667999268,12.193587303161621,0.0,0.1378640356646165,-15.836782455444336,1
1LFD,2,5.3018717765808105,5.698719501495361,14.318126678466797,0.0,0.10846032260444506,-15.131016731262207,3
1LFD,3,12.317663192749023,12.192548751831055,22.904129028320312,0.0,0.04532069664784161,-17.950716018676758,0
1LFD,4,7.717944145202637,8.551314353942871,22.623260498046875,0.0,0.051184464600631696,-14.515612602233887,1
1LFD,5,7.888949871063232,8.289721488952637,18.948633193969727,0.0,0.06640676858042906,-14.269722938537598,5
1LFD,6,3.761707067489624,4.337701320648193,9.273826599121094,0.0,0.18778462829729725,-17.34992218017578,0
1LFD,7,7.4940338134765625,7.753046035766602,23.16058349609375,0.0,0.051594616702063646,-14.155839920043945,1
1LFD,8,4.046583652496338,4.743460178375244,11.106513023376465,0.0,0.15342503352474335,-17.500316619873047,1
1LFD,9,8.714581489562988,8.758846282958984,19.32232093811035,0.0,0.06354431635727706,-16.024425506591797,0
1LFD,10,4.420597076416016,4.697415828704834,12.312294960021973,0.0,0.13843472874624332,-15.315224647521973,0
1LFD,11,6.14446496963501,6.276710033416748,15.455612182617188,0.0,0.09541548435525855,-14.520111083984375,3
1LFD,12,13.1433687210083,9.505602836608887,34.77739715576172,0.0,0.026888678953796815,-15.294571876525879,21
1LFD,13,4.966965675354004,5.157034397125244,12.707048416137695,0.0,0.12904497036638904,-16.351654052734375,0
1LFD,14,10.792350769042969,11.983667373657227,22.960256576538086,0.0,0.045319478078566434,-15.994171142578125,0
2YVJ,0,9.117770195007324,4.893222808837891,27.18006706237793,0.0,0.05832854368978544,-18.842878341674805,0
2YVJ,1,6.882715702056885,3.194018840789795,20.012897491455078,1.0,0.444507132468305,-17.671239852905273,0
2YVJ,2,6.114607810974121,2.959623098373413,18.742393493652344,1.0,0.45832083692829767,-17.662294387817383,0
2YVJ,3,8.70841121673584,5.193570613861084,26.326841354370117,0.0,0.057131540701862334,-18.627626419067383,0
2YVJ,4,7.290682792663574,5.595091819763184,19.625289916992188,0.0,0.07500377229563637,-15.355542182922363,2
2YVJ,5,6.053073406219482,6.139132499694824,15.107582092285156,0.0,0.09892579010355522,-12.740461349487305,17
2YVJ,6,36.91188049316406,48.82709503173828,92.3912353515625,0.0,0.0031119475915804638,0.0,0
2YVJ,7,16.58020782470703,10.35577392578125,40.95123291015625,0.0,0.02061759004292482,-15.849215507507324,66
2YVJ,8,7.4020209312438965,4.970786094665527,20.184123992919922,0.0,0.07803065964958457,-17.109336853027344,0
2YVJ,9,8.289628982543945,4.575467586517334,24.56511878967285,0.0,0.06799094637552779,-17.207963943481445,0
2YVJ,10,8.519076347351074,5.957714080810547,23.06400489807129,0.0,0.05973050045100627,-16.536481857299805,0
2YVJ,11,22.140125274658203,12.490632057189941,55.149986267089844,0.0,0.012473319463873866,-19.457735061645508,13
2YVJ,12,4.930436134338379,2.6923015117645264,14.727893829345703,0.5,0.328913582940163,-15.878851890563965,0
2YVJ,13,17.618011474609375,8.597344398498535,42.501190185546875,0.0,0.022666951540783326,-14.289496421813965,52
2YVJ,14,21.431657791137695,15.191808700561523,55.87432098388672,0.0,0.010758048685907016,-21.749603271484375,5
1BUH,0,9.943352699279785,14.27011775970459,28.077632904052734,0.0,0.031627027182131166,-20.856163024902344,0
1BUH,1,9.241618156433105,13.016545295715332,25.887245178222656,0.0,0.03680843948184279,-19.41567611694336,0
1BUH,2,10.03307056427002,14.43746566772461,28.35042381286621,0.0,0.031052223839322143,-20.938173294067383,0
1BUH,3,11.169441223144531,15.408757209777832,29.974069595336914,0.0,0.0279395809083013,-16.07665252685547,0
1BUH,4,10.0408296585083,11.110483169555664,27.441205978393555,0.0,0.03514930335368521,-17.441944122314453,0
1BUH,5,11.407623291015625,16.200681686401367,30.851898193359375,0.0,0.02635008889917423,-20.433338165283203,0
1BUH,6,10.830130577087402,14.793039321899414,28.52910041809082,0.0,0.030569572680418804,-17.08180809020996,0
1BUH,7,9.7776460647583,13.001267433166504,26.358312606811523,0.0,0.0357776752683034,-17.781259536743164,0
1BUH,8,10.14149284362793,12.035773277282715,29.03768539428711,0.0,0.031406244728501044,-18.826231002807617,0
1BUH,9,9.5306978225708,12.046110153198242,27.743404388427734,0.0,0.03369397062295525,-19.257917404174805,0
1BUH,10,9.351114273071289,11.20581340789795,25.83935546875,0.0,0.03841607771126593,-16.810354232788086,0
1BUH,11,10.861249923706055,14.954313278198242,28.7043514251709,0.0,0.0301933532417412,-15.971891403198242,0
1BUH,12,10.301623344421387,11.681931495666504,27.988197326660156,0.0,0.03355491498938057,-18.168550491333008,0
1BUH,13,9.952383995056152,12.076462745666504,27.982704162597656,0.0,0.03322281806302857,-15.214890480041504,0
1BUH,14,9.980226516723633,13.480626106262207,26.326147079467773,0.0,0.0355450722332604,-17.57065200805664,0
2J0T,0,9.46078872680664,8.11851692199707,32.933448791503906,0.0,0.03182127908057288,-17.054025650024414,4
2J0T,1,7.578039169311523,7.799374103546143,29.986169815063477,0.0,0.036681495075676,-15.708992958068848,7
2J0T,2,6.57744026184082,7.020641803741455,24.289382934570312,0.0,0.050919315889298024,-15.739497184753418,2
2J0T,3,16.044206619262695,11.854154586791992,45.23096466064453,0.0,0.016623474375284275,-17.197553634643555,13
2J0T,4,11.00859260559082,9.14837646484375,40.26820755004883,0.0,0.022945437951509787,-18.05098533630371,1
2J0T,5,7.91225004196167,6.723093509674072,27.768169403076172,0.035714,0.05626850495295893,-17.211023330688477,3
2J0T,6,16.06136131286621,11.774375915527344,31.916093826293945,0.035714,0.039304957415743046,-16.806848526000977,1
2J0T,7,10.632445335388184,8.779900550842285,36.47514343261719,0.0,0.02662282493133082,-17.51227378845215,4
2J0T,8,15.571208000183105,11.009882926940918,28.071247100830078,0.178571,0.09359404181871234,-18.047409057617188,2
2J0T,9,13.665694236755371,11.835087776184082,49.02175521850586,0.0,0.014998976520336068,-15.895061492919922,7
2J0T,10,8.56789493560791,7.163675308227539,29.410545349121094,0.035714,0.05160178351856815,-16.173643112182617,4
2J0T,11,18.402742385864258,14.732625961303711,47.0648307800293,0.0,0.013948899879694304,-16.066621780395508,0
2J0T,12,10.159045219421387,8.600560188293457,35.505863189697266,0.0,0.02790813505793908,-17.213157653808594,3
2J0T,13,9.995941162109375,8.812087059020996,32.25957107543945,0.0,0.031025972732596333,-16.944787979125977,4
2J0T,14,16.29855728149414,12.216900825500488,35.28818130493164,0.0,0.023229898198775856,-18.211811065673828,0
5GRJ,0,7.844842910766602,5.770898342132568,22.399648666381836,0.133333,0.10749688699249706,-14.69222354888916,6
5GRJ,1,12.71890926361084,8.343195915222168,38.03963088989258,0.0,0.026289096862644818,-18.05210304260254,5
5GRJ,2,19.58452796936035,10.772104263305664,51.40544128417969,0.0,0.015211671032802887,-13.287129402160645,8
5GRJ,3,22.392988204956055,13.992300987243652,75.81896209716797,0.0,0.007924705071833986,-13.321468353271484,40
5GRJ,4,9.909211158752441,6.500805377960205,27.08857536315918,0.466667,0.20228418399964607,-18.993408203125,0
5GRJ,5,14.907452583312988,9.623042106628418,39.111305236816406,0.0,0.022940792286960245,-19.571502685546875,6
5GRJ,6,11.6129789352417,8.107634544372559,29.120637893676758,0.4,0.17053547960200235,-17.27145767211914,18
5GRJ,7,17.891239166259766,9.212371826171875,57.708900451660156,0.6,0.21568702240743254,-14.933426856994629,11
5GRJ,8,9.776166915893555,6.892818450927734,21.697114944458008,0.0,0.05942321549915285,-16.975025177001953,8
5GRJ,9,15.376546859741211,10.125615119934082,36.121646881103516,0.0,0.024647400675945855,-18.44214630126953,1
5GRJ,10,16.268455505371094,10.632901191711426,39.9991340637207,0.0,0.020906636465182777,-18.708484649658203,4
5GRJ,11,14.789310455322266,9.757950782775879,40.1285400390625,0.6,0.2220084582874279,-17.293663024902344,10
