id,index,c_rmsd,i_rmsd,l_rmsd,fnat,DockQ,ranking_energy,ranking_num_clashes
2HRK,0,10.216511726379395,8.077767372131348,19.160842895507812,0.0,0.06592215563370221,-22.0198974609375,0
2HRK,1,6.206972599029541,5.127298831939697,13.454608917236328,0.0,0.12136677069609132,-20.248287200927734,0
2HRK,2,13.309808731079102,10.907069206237793,23.23011016845703,0.0,0.04554644962599294,-20.06489372253418,1
2HRK,3,5.131896495819092,4.000669479370117,11.41620922088623,0.142857,0.20758600552988415,-24.218929290771484,0
2HRK,4,9.735074043273926,7.749417304992676,18.677955627441406,0.0,0.0692271591517462,-22.013208389282227,0
2HRK,5,14.841683387756348,12.831796646118164,25.227712631225586,0.0,0.038476583283826256,-22.139842987060547,1
2HRK,6,14.364179611206055,12.077824592590332,24.246484756469727,0.0,0.04154537910382274,-19.676631927490234,3
2HRK,7,10.447386741638184,7.853591442108154,26.3144474029541,0.142857,0.09084460969656678,-15.333748817443848,0
2HRK,8,13.863821983337402,11.494068145751953,24.088943481445312,0.0,0.04248965348851431,-21.38340950012207,0
2HRK,9,10.254244804382324,8.180685997009277,20.465011596679688,0.0,0.059885179503529444,-17.99020767211914,3
2HRK,10,8.625006675720215,7.341550350189209,17.886255264282227,0.0,0.07476820501049605,-19.218887329101562,0
2HRK,11,4.192658424377441,3.383061647415161,8.708261489868164,0.0,0.21739720802079274,-23.008129119873047,0
2HRK,12,9.428094863891602,7.679576873779297,18.587358474731445,0.0,0.06990122189985186,-18.85225486755371,1
2HRK,13,14.352643966674805,12.13468074798584,24.754098892211914,0.0,0.04017406624481601,-22.64189910888672,0
2HRK,14,13.753547668457031,11.39305305480957,24.504499435424805,0.0,0.041479505847006125,-19.997270584106445,0
1LFD,0,6.004554748535156,5.008894920349121,13.903529167175293,0.266667,0.20701180823174584,-17.523881912231445,5
1LFD,1,2.821174383163452,3.405585289001465,6.38266658782959,0.0,0.2673080643477624,-18.830078125,0
1LFD,2,5.36672830581665,5.333278656005859,13.534371376037598,0.0,0.1187205988586762,-15.536227226257324,1
1LFD,3,6.314735412597656,5.607478618621826,19.061059951782227,0.0,0.0775503023040121,-16.77385902404785,0
1LFD,4,4.444374084472656,4.671706199645996,9.983506202697754,0.0,0.17123706923850426,-15.391313552856445,0
1LFD,5,5.5382890701293945,5.537247180938721,14.682673454284668,0.0,0.10646047300608479,-16.234121322631836,0
1LFD,6,4.488702774047852,4.886941909790039,11.735690116882324,0.0,0.14339563985720952,-14.983672142028809,1
1LFD,7,10.143298149108887,10.991451263427734,20.84834098815918,0.0,0.05360519221728601,-13.82248306274414,2
1LFD,8,4.989742279052734,5.624513626098633,13.318729400634766,0.0,0.11860639981392467,-14.948441505432129,0
1LFD,9,4.043030261993408,4.289308547973633,11.055935859680176,0.0,0.16015496697553908,-15.97522258758545,0
1LFD,10,4.120303153991699,4.579639911651611,11.533276557922363,0.0,0.14962259528965297,-16.0515079498291,0
1LFD,11,5.492709159851074,5.794747829437256,13.905745506286621,0.0,0.11160116007419996,-14.482460021972656,4
1LFD,12,13.804121017456055,15.468629837036133,38.67905044555664,0.0,0.018461368639364106,-12.192060470581055,4
