id,index,c_rmsd,i_rmsd,l_rmsd,fnat,DockQ,baseline_energy,baseline_num_clashes
2HRK,0,5.568047046661377,4.270996570587158,12.372154235839844,0.142857,0.19110462709554574,-53.93965148925781,0
2HRK,1,13.575453758239746,11.224924087524414,24.21934700012207,0.0,0.042402882196315966,-45.30278015136719,0
2HRK,2,13.659533500671387,11.603799819946289,24.047298431396484,0.0,0.042500043570708725,-64.71561431884766,0
2HRK,3,5.229597091674805,4.0550127029418945,11.350462913513184,0.285714,0.2551278133239466,-48.216041564941406,1
2HRK,4,5.391865253448486,4.4924116134643555,11.589540481567383,0.0,0.1500229646610237,-54.2541618347168,0
2HRK,5,5.709715843200684,4.4245076179504395,12.41620922088623,0.285714,0.23596965646061477,-48.22594451904297,1
2HRK,6,13.666032791137695,11.250450134277344,23.818614959716797,0.0,0.04347708876420677,-46.572364807128906,0
2HRK,7,10.886595726013184,7.909870147705078,32.17391586303711,0.0,0.03331863261312184,-38.652671813964844,5
2HRK,8,11.608704566955566,9.508776664733887,21.28179168701172,0.0,0.05395214367964646,-58.23823928833008,0
2HRK,9,14.491646766662598,12.05678939819336,25.034015655517578,0.0,0.03953709512834042,-38.98137664794922,1
2HRK,10,12.817505836486816,10.651022911071777,23.859647750854492,0.0,0.04402290159929262,-58.94858932495117,0
2HRK,11,14.325014114379883,11.9691801071167,24.6462459564209,0.0,0.040587193189526506,-45.82775115966797,0
2HRK,12,14.130508422851562,11.771886825561523,24.570045471191406,0.0,0.04095521736504029,-45.24855041503906,0
2HRK,13,14.372624397277832,11.822571754455566,24.967472076416016,0.0,0.03990198813331645,-59.0053596496582,0
2HRK,14,7.909587383270264,6.555771827697754,16.657428741455078,0.0,0.08544722386382597,-48.362857818603516,0
1LFD,0,8.292380332946777,8.785194396972656,24.949731826782227,0.0,0.04410760941162976,-37.7480354309082,3
1LFD,1,3.772775650024414,3.9825446605682373,11.61769962310791,0.0,0.15763262565732494,-42.17112350463867,0
1LFD,2,7.6971354484558105,8.651897430419922,22.03907012939453,0.0,0.052889322917283293,-36.07680892944336,3
1LFD,3,11.824539184570312,11.53573226928711,25.117582321166992,0.0,0.03979326809672531,-60.340023040771484,0
1LFD,4,8.963033676147461,9.055815696716309,16.90507698059082,0.0,0.07616719144809701,-42.535152435302734,0
1LFD,5,8.449729919433594,8.181666374206543,18.379650115966797,0.0,0.06957079150533957,-50.4471321105957,0
1LFD,6,9.784939765930176,9.843798637390137,22.391788482666016,0.0,0.049547465521864655,-58.387351989746094,0
1LFD,7,11.232623100280762,11.06534194946289,23.250333786010742,0.0,0.04531351221743474,-59.52943420410156,0
1LFD,8,4.588860988616943,5.330963611602783,13.230666160583496,0.0,0.12183940787203436,-43.50657272338867,0
1LFD,9,5.448464393615723,3.985954523086548,15.209587097167969,0.133333,0.16512505672008762,-49.50353240966797,0
1LFD,10,5.7709784507751465,6.576595306396484,14.72440242767334,0.0,0.09979953936657815,-47.52664566040039,0
1LFD,11,7.889558792114258,8.122231483459473,17.45656394958496,0.0,0.0748783741536926,-43.056068420410156,2
1LFD,12,15.39106273651123,9.723846435546875,31.33452796936035,0.0,0.030594916006065898,-26.354106903076172,56
1LFD,13,10.2078275680542,10.159567832946777,19.195573806762695,0.0,0.06175666336449992,-49.375972747802734,0
