id,index,c_rmsd,i_rmsd,l_rmsd,fnat,DockQ,baseline_energy,baseline_num_clashes
2HRK,0,10.059849739074707,7.93646764755249,19.032739639282227,0.0,0.0669247617392978,-50.67517852783203,0
2HRK,1,14.714646339416504,12.488871574401855,24.914356231689453,0.0,0.039493708940583065,-41.121742248535156,1
2HRK,2,10.0706205368042,7.98953914642334,18.830764770507812,0.0,0.06777078190295599,-52.3088493347168,0
2HRK,3,12.013809204101562,9.699117660522461,21.610252380371094,0.0,0.05244685695893625,-56.90959167480469,0
2HRK,4,4.333934783935547,3.391500234603882,10.138440132141113,0.142857,0.23974463186089898,-58.86958694458008,0
2HRK,5,13.001164436340332,10.802421569824219,23.55085563659668,0.0,0.04472256597326953,-65.28953552246094,0
2HRK,6,11.917251586914062,9.754728317260742,21.83290672302246,0.0,0.051573398423575334,-41.823326110839844,0
2HRK,7,9.26006031036377,6.7054219245910645,26.690963745117188,0.0,0.046578357052018786,-47.11271667480469,0
2HRK,8,13.659876823425293,11.163902282714844,23.78995704650879,0.0,0.04364659958253847,-46.65677261352539,0
2HRK,9,12.898118019104004,10.56032657623291,23.62915802001953,0.0,0.04478414016056998,-43.89419937133789,0
2HRK,10,9.454596519470215,8.126587867736816,20.118268966674805,0.0,0.061472068802906364,-54.6793212890625,0
2HRK,11,14.723188400268555,12.27723217010498,24.71834945678711,0.0,0.040150953967283395,-39.20711135864258,2
2HRK,12,3.1730988025665283,2.639773368835449,8.516703605651855,0.0,0.24769845753621864,-40.763057708740234,0
2HRK,13,13.381932258605957,10.931764602661133,23.74098014831543,0.0,0.044033764198286945,-45.26099395751953,1
2HRK,14,3.9604504108428955,3.569113254547119,9.568248748779297,0.0,0.1970657856155611,-58.11224365234375,0
1LFD,0,8.861200332641602,8.867009162902832,25.58350372314453,0.0,0.04241138940380348,-44.26109313964844,0
1LFD,1,4.539732456207275,4.745115756988525,12.911785125732422,0.0,0.13106548542285013,-43.6807975769043,0
1LFD,2,9.27407169342041,8.95660400390625,18.393585205078125,0.0,0.06775185271648176,-43.48204040527344,1
1LFD,3,5.150903224945068,5.662909030914307,16.177175521850586,0.0,0.09397044404658167,-45.84630584716797,0
1LFD,4,6.174790382385254,6.563132286071777,16.24795150756836,0.0,0.08817143044427377,-41.51359558105469,0
1LFD,5,4.841418743133545,5.155190467834473,12.261878967285156,0.0,0.13420747681460832,-39.876800537109375,2
1LFD,6,3.5805366039276123,3.495612859725952,8.137271881103516,0.133333,0.27020877655778036,-38.10777282714844,1
1LFD,7,4.016239643096924,4.483961582183838,11.043352127075195,0.0,0.15755762591582143,-47.835243225097656,0
1LFD,8,6.654611110687256,7.528318881988525,19.364009857177734,0.0,0.06657973377633576,-38.815673828125,1
1LFD,9,4.692556381225586,4.901413440704346,12.608644485473633,0.0,0.13269957971258536,-37.406578063964844,2
1LFD,10,9.73342227935791,9.209884643554688,22.40804100036621,0.0,0.050543540306342234,-56.622554779052734,0
1LFD,11,5.001265048980713,5.3581767082214355,12.652950286865234,0.0,0.12787713314105684,-38.055809020996094,2
1LFD,12,13.814266204833984,11.762995719909668,37.36702346801758,0.0,0.021733054524220006,-38.53852462768555,5
1LFD,13,6.9870924949646,7.756315231323242,20.002315521240234,0.0,0.06300422258171715,-42.97615051269531,0
1LFD,14,7.067464351654053,6.905155658721924,16.68848991394043,0.0,0.08368195122871892,-58.476905822753906,0
2YVJ,0,11.476483345031738,11.15680980682373,28.82501220703125,0.0,0.03258483466977983,-15.884284019470215,65
2YVJ,1,7.6668009757995605,4.255046367645264,22.110389709472656,0.0,0.07976538744084101,-42.7951774597168,0
2YVJ,2,4.255732536315918,3.039020538330078,12.654253005981445,0.0,0.16893656332789184,-29.986278533935547,5
2YVJ,3,6.839197158813477,5.858725547790527,16.40321922302246,0.0,0.0910663040462419,-42.947654724121094,0
2YVJ,4,10.023859024047852,6.491748332977295,25.05668830871582,0.0,0.051295088433114526,-29.083457946777344,4
2YVJ,5,16.71132469177246,9.822378158569336,39.78816223144531,0.0,0.022145348629390355,-15.870993614196777,50
2YVJ,6,10.834033966064453,9.621881484985352,31.19163703918457,0.0,0.03095138194504034,-34.411190032958984,0
2YVJ,7,3.8633623123168945,3.16548752784729,10.33137321472168,0.0,0.19567647251709727,-42.917179107666016,0
2YVJ,8,21.81540298461914,15.532054901123047,57.151824951171875,0.0,0.010293792160368116,-30.485292434692383,1
2YVJ,9,9.599879264831543,5.916377544403076,27.782135009765625,0.0,0.0486637991695957,-45.48591232299805,0
2YVJ,10,5.94153356552124,6.332399368286133,13.55438232421875,0.0,0.11179593956168253,-28.647775650024414,5
2YVJ,11,23.667699813842773,13.766462326049805,59.31732940673828,0.0,0.010617990143968989,-28.144777297973633,5
2YVJ,12,6.619126796722412,3.5908851623535156,19.04926109313965,0.0,0.1048712351465364,-44.38090133666992,0
2YVJ,13,9.160990715026855,6.018467903137207,25.399978637695312,0.0,0.053064602789000104,-47.30380630493164,0
2YVJ,14,7.048559188842773,3.231299877166748,21.219219207763672,1.0,0.43852097904188403,-37.7015380859375,0
1BUH,0,10.92025089263916,16.02419662475586,29.159543991088867,0.0,0.02900124834633751,-49.338645935058594,0
1BUH,1,10.047053337097168,11.614073753356934,27.989395141601562,0.0,0.033615033493187944,-46.904396057128906,0
1BUH,2,9.961851119995117,12.573473930358887,28.609325408935547,0.0,0.03171483291649604,-54.095008850097656,0
1BUH,3,9.74173641204834,14.340923309326172,26.999460220336914,0.0,0.03366558972897837,-49.71199417114258,0
1BUH,4,9.872638702392578,13.592229843139648,28.390933990478516,0.0,0.031431270222907905,-47.514305114746094,0
1BUH,5,10.556697845458984,11.934103965759277,28.560205459594727,0.0,0.03230695662233749,-50.91358184814453,0
1BUH,6,10.193370819091797,13.01679801940918,29.06621742248535,0.0,0.030628870447981543,-40.03586959838867,1
1BUH,7,10.711822509765625,15.01720142364502,28.219829559326172,0.0,0.03101917789130243,-44.81887435913086,0
1BUH,8,10.43191146850586,13.998367309570312,27.429731369018555,0.0,0.03298863192916005,-46.89012908935547,0
1BUH,9,9.725309371948242,13.445277214050293,27.021705627441406,0.0,0.034111070003467976,-51.622867584228516,0
1BUH,10,9.2748384475708,12.520914077758789,26.393692016601562,0.0,0.03603902986506088,-42.306522369384766,1
1BUH,11,10.74770736694336,14.836749076843262,28.90616226196289,0.0,0.029901483170171717,-46.41222381591797,0
1BUH,12,9.73790168762207,12.774927139282227,26.755329132080078,0.0,0.03509194481857559,-40.02766036987305,1
1BUH,13,10.121965408325195,14.050891876220703,28.24835205078125,0.0,0.031431068813557415,-48.64170455932617,0
1BUH,14,9.601222038269043,13.3899507522583,27.213680267333984,0.0,0.033760134700055594,-40.41550827026367,0
2J0T,0,5.340708255767822,6.2214131355285645,19.396896362304688,0.0,0.0720111002900527,-37.11896896362305,5
2J0T,1,5.448427677154541,5.948171138763428,21.331281661987305,0.035714,0.07751039469547676,-36.08271789550781,6
2J0T,2,6.933653831481934,6.965106010437012,26.602779388427734,0.0,0.04565236344427978,-39.31388473510742,3
2J0T,3,15.548999786376953,13.267220497131348,51.96651077270508,0.0,0.012892785902267181,-43.15193176269531,2
2J0T,4,21.96278953552246,20.32456398010254,55.5833625793457,0.0,0.00942282376156037,0.0,0
2J0T,5,9.088495254516602,7.291720390319824,31.091571807861328,0.0,0.036713989898624726,-38.0603141784668,4
2J0T,6,16.279277801513672,12.450016021728516,34.610294342041016,0.0,0.023730813451220547,-46.56879806518555,0
2J0T,7,13.417520523071289,11.137142181396484,36.44007873535156,0.0,0.02313969546853055,-42.01434326171875,2
2J0T,8,13.44106388092041,10.016019821166992,30.976388931274414,0.107143,0.06636775463107443,-46.79828643798828,0
2J0T,9,16.70697593688965,13.23511028289795,49.001346588134766,0.0,0.013964306875645455,-39.307132720947266,5
2J0T,10,8.987787246704102,8.12562370300293,32.13743591308594,0.0,0.03277845883447238,-36.491817474365234,4
2J0T,11,16.196531295776367,12.27853775024414,39.67866516113281,0.0,0.01952724614203244,-40.19983673095703,2
2J0T,12,10.912893295288086,8.181029319763184,30.584562301635742,0.178571,0.09426519733033244,-38.23798370361328,5
2J0T,13,10.478039741516113,9.23523998260498,37.222389221191406,0.0,0.0250883686457333,-46.36952209472656,0
2J0T,14,8.814495086669922,7.43170166015625,26.034238815307617,0.0,0.04515773228846348,-35.406959533691406,6
