id,index,c_rmsd,i_rmsd,l_rmsd,fnat,DockQ,baseline_energy,baseline_num_clashes
2HRK,0,14.41845703125,11.96013069152832,24.75564956665039,0.0,0.040315341699409105,-45.97821807861328,0
2HRK,1,14.171062469482422,11.752392768859863,24.088552474975586,0.0,0.0422519203454454,-44.68068313598633,1
2HRK,2,4.874888896942139,3.819124460220337,10.15101432800293,0.285714,0.277175108555976,-56.22498321533203,0
2HRK,3,13.714631080627441,11.437685012817383,24.01266860961914,0.0,0.042752582676779345,-53.452510833740234,0
2HRK,4,14.08205795288086,11.538885116577148,24.51869773864746,0.0,0.04130221967309567,-46.752197265625,1
2HRK,5,4.938631057739258,3.929485559463501,11.149322509765625,0.0,0.16492048739436763,-57.03926086425781,0
2HRK,6,11.014208793640137,8.746771812438965,20.325525283813477,0.0,0.059140872635030095,-38.33544921875,2
2HRK,7,13.306241035461426,9.877470970153809,28.96574592590332,0.142857,0.08156142274118708,-43.44642639160156,0
2HRK,8,14.35911750793457,11.859580039978027,24.147310256958008,0.0,0.0419976651819342,-42.648353576660156,0
2HRK,9,8.253686904907227,6.7673234939575195,16.577659606933594,0.0,0.08500048465677372,-48.79607391357422,0
2HRK,10,11.06029224395752,9.247486114501953,21.72597885131836,0.0,0.052794471865718735,-42.69572448730469,1
2HRK,11,13.997042655944824,11.547513008117676,24.104412078857422,0.0,0.042396842383560986,-43.397987365722656,1
2HRK,12,13.798681259155273,11.241156578063965,24.233993530273438,0.0,0.04234696661980891,-46.15331268310547,0
2HRK,13,13.867156028747559,11.432727813720703,23.754798889160156,0.0,0.0434756347589702,-45.609188079833984,1
2HRK,14,14.59456729888916,12.223876953125,24.650598526000977,0.0,0.040366614155797995,-42.62251281738281,1
1LFD,0,6.7619404792785645,7.481813430786133,18.956668853759766,0.0,0.06867994379180062,-35.45268630981445,3
1LFD,1,4.243355751037598,4.434309482574463,12.066224098205566,0.0,0.14477933857197997,-43.55717849731445,1
1LFD,2,7.328439712524414,7.007551670074463,13.976865768432617,0.0,0.10460057844598745,-37.62177658081055,4
1LFD,3,11.136741638183594,10.688755989074707,23.704721450805664,0.0,0.044414313054884996,-58.622440338134766,0
1LFD,4,6.620952606201172,7.42866325378418,19.129976272583008,0.0,0.06801716318431306,-42.21855163574219,0
1LFD,5,5.844771385192871,6.116617679595947,16.693246841430664,0.0,0.08753951012891205,-38.32402038574219,0
1LFD,6,5.839650630950928,6.324682712554932,15.524197578430176,0.0,0.09463277741331404,-35.059688568115234,4
1LFD,7,11.12114429473877,10.687711715698242,20.859451293945312,0.0,0.05390634042166433,-49.12928009033203,0
1LFD,8,10.078767776489258,9.897515296936035,20.40804100036621,0.0,0.0567607808991081,-49.05622100830078,0
1LFD,9,4.118977069854736,4.434533596038818,11.40649127960205,0.0,0.15323646913916691,-38.68815612792969,1
1LFD,10,3.6975574493408203,3.575057029724121,9.75462532043457,0.0,0.19376142286683548,-40.884056091308594,0
1LFD,11,7.153832912445068,7.883866310119629,19.274749755859375,0.0,0.06591534204437441,-40.02006149291992,1
1LFD,12,12.326704978942871,10.878011703491211,37.41524124145508,0.0,0.022579168255296045,-38.74038314819336,3
1LFD,13,4.971407413482666,4.944223403930664,13.130306243896484,0.0,0.12653274546910528,-42.61140441894531,0
